review_id,user_id,order_id,rating,sentiment,review_text,review_date
R0082,U0122,O03300,4,positive,配送很快，包装完整，会回购。,2026-06-13
R0083,U0051,O01327,4,positive,新品很好喝，出杯也快。,2025-12-29
R0084,U0074,O01973,5,positive,咖啡豆很香，门店环境不错。,2026-05-28
R0085,U0019,O00442,3,neutral,等餐时间稍长，整体能接受。,2026-03-18
R0086,U0519,O06689,5,positive,服务态度好，优惠券也能正常使用。,2025-10-04
R0087,U0130,O03539,5,positive,配送很快，包装完整，会回购。,2026-06-30
R0088,U0338,O05997,4,positive,咖啡豆很香，门店环境不错。,2026-06-26
R0089,U0400,O06283,3,neutral,等餐时间稍长，整体能接受。,2026-02-17
R0090,U0101,O02739,2,negative,口味偏苦，不太适合我。,2026-06-01
R0091,U0434,O06402,3,neutral,包装一般，咖啡没洒。,2026-06-27
R0092,U0212,O04764,4,positive,早餐搭配咖啡很划算。,2026-03-24
R0093,U0080,O02126,4,positive,新品很好喝，出杯也快。,2025-08-05
R0094,U0289,O05516,2,negative,配送太慢了，咖啡都凉了。,2025-11-02
R0095,U0554,O06804,4,positive,服务态度好，优惠券也能正常使用。,2026-05-24
R0096,U0010,O00216,5,positive,配送很快，包装完整，会回购。,2026-05-11
R0097,U0010,O00220,4,positive,咖啡豆很香，门店环境不错。,2026-03-18
R0098,U0072,O01925,3,negative,优惠券规则复杂，客服解释不清。,2025-11-08
R0099,U0512,O06669,5,positive,咖啡豆很香，门店环境不错。,2026-06-30
R0100,U0172,O04363,5,positive,新品很好喝，出杯也快。,2026-05-06
R0101,U0031,O00783,5,positive,服务态度好，优惠券也能正常使用。,2026-05-27
R0102,U0153,O04174,4,positive,咖啡豆很香，门店环境不错。,2025-12-06
R0103,U0481,O06564,4,positive,新品很好喝，出杯也快。,2026-02-01
R0104,U0007,O00154,3,neutral,味道还可以，但没有特别惊艳。,2026-06-18
R0105,U0075,O01995,4,neutral,味道还可以，但没有特别惊艳。,2026-04-27
R0106,U0315,O05776,4,positive,配送很快，包装完整，会回购。,2025-10-08
R0107,U0126,O03421,4,positive,新品很好喝，出杯也快。,2026-05-24
R0108,U0091,O02440,3,negative,杯子漏了，体验很差。,2026-05-04
R0109,U0183,O04483,2,negative,配送太慢了，咖啡都凉了。,2026-06-27
R0110,U0113,O03050,4,neutral,味道还可以，但没有特别惊艳。,2026-06-06
R0111,U0323,O05860,1,negative,杯子漏了，体验很差。,2026-03-14
R0112,U0030,O00760,4,neutral,味道还可以，但没有特别惊艳。,2026-01-05
R0113,U0293,O05551,5,positive,早餐搭配咖啡很划算。,2026-06-26
R0114,U0014,O00307,3,neutral,味道还可以，但没有特别惊艳。,2026-06-02
R0115,U0016,O00365,4,positive,新品很好喝，出杯也快。,2025-08-25
R0116,U0042,O01057,4,neutral,味道还可以，但没有特别惊艳。,2026-05-26
R0117,U0022,O00555,1,negative,优惠券规则复杂，客服解释不清。,2026-03-30
R0118,U0149,O04103,4,neutral,价格小贵，偶尔喝一次。,2026-02-27
R0119,U0048,O01254,5,positive,早餐搭配咖啡很划算。,2026-04-27
R0120,U0093,O02495,4,positive,配送很快，包装完整，会回购。,2026-06-28
R0121,U0025,O00621,4,positive,咖啡豆很香，门店环境不错。,2026-01-11
R0122,U0317,O05788,3,negative,优惠券规则复杂，客服解释不清。,2026-06-12
R0123,U0078,O02072,4,neutral,味道还可以，但没有特别惊艳。,2026-06-09
R0124,U0009,O00195,5,positive,早餐搭配咖啡很划算。,2026-06-20
R0125,U0181,O04457,4,positive,配送很快，包装完整，会回购。,2026-03-31
R0126,U0028,O00715,4,positive,服务态度好，优惠券也能正常使用。,2026-04-20
R0127,U0134,O03668,3,negative,门店排队太久，服务一般。,2026-05-29
R0128,U0016,O00374,2,negative,门店排队太久，服务一般。,2025-12-24
R0129,U0043,O01104,5,positive,新品很好喝，出杯也快。,2026-05-25
R0130,U0160,O04242,1,negative,配送太慢了，咖啡都凉了。,2026-05-29
R0131,U0081,O02145,5,positive,服务态度好，优惠券也能正常使用。,2025-08-25
R0132,U0128,O03463,4,neutral,价格小贵，偶尔喝一次。,2026-02-02
R0133,U0021,O00514,5,positive,新品很好喝，出杯也快。,2026-06-20
R0134,U0128,O03479,3,neutral,价格小贵，偶尔喝一次。,2025-12-29
R0135,U0255,O05198,5,positive,早餐搭配咖啡很划算。,2026-06-29
R0136,U0186,O04507,2,negative,口味偏苦，不太适合我。,2026-01-15
R0137,U0141,O03856,2,negative,杯子漏了，体验很差。,2026-02-16
R0138,U0172,O04366,4,neutral,等餐时间稍长，整体能接受。,2026-06-24
R0139,U0133,O03651,5,positive,咖啡豆很香，门店环境不错。,2025-09-11
R0140,U0261,O05256,4,positive,咖啡豆很香，门店环境不错。,2026-06-22
R0141,U0460,O06493,3,neutral,味道还可以，但没有特别惊艳。,2026-06-09
R0142,U0253,O05181,4,positive,早餐搭配咖啡很划算。,2026-04-23
R0143,U0059,O01570,5,positive,新品很好喝，出杯也快。,2026-04-13
R0144,U0057,O01506,4,neutral,包装一般，咖啡没洒。,2026-01-30
R0145,U0382,O06222,5,positive,服务态度好，优惠券也能正常使用。,2026-03-12
R0146,U0022,O00527,4,positive,咖啡豆很香，门店环境不错。,2025-12-05
R0147,U0086,O02307,3,neutral,价格小贵，偶尔喝一次。,2025-12-23
R0148,U0201,O04653,5,positive,服务态度好，优惠券也能正常使用。,2026-01-24
R0149,U0233,O04970,4,positive,服务态度好，优惠券也能正常使用。,2026-06-19
R0150,U0206,O04702,4,neutral,价格小贵，偶尔喝一次。,2026-06-25
R0151,U0143,O03918,5,positive,咖啡豆很香，门店环境不错。,2025-11-24
R0152,U0716,O07061,3,neutral,味道还可以，但没有特别惊艳。,2025-11-24
R0153,U0673,O06997,5,positive,服务态度好，优惠券也能正常使用。,2026-04-11
R0154,U0004,O00089,4,neutral,价格小贵，偶尔喝一次。,2026-03-01
R0155,U0064,O01718,3,negative,杯子漏了，体验很差。,2026-06-15
R0156,U0282,O05446,4,neutral,价格小贵，偶尔喝一次。,2025-11-07
R0157,U0041,O01052,5,positive,新品很好喝，出杯也快。,2026-04-25
R0158,U0007,O00169,4,positive,咖啡豆很香，门店环境不错。,2026-06-10
R0159,U0086,O02295,3,neutral,包装一般，咖啡没洒。,2026-06-14
R0160,U0058,O01538,4,neutral,等餐时间稍长，整体能接受。,2026-06-04
R0161,U0263,O05278,2,negative,口味偏苦，不太适合我。,2026-06-07
R0162,U0095,O02551,2,negative,优惠券规则复杂，客服解释不清。,2025-11-30
R0163,U0281,O05442,5,positive,新品很好喝，出杯也快。,2026-04-02
R0164,U0148,O04060,5,positive,早餐搭配咖啡很划算。,2026-03-25
R0165,U0079,O02096,5,positive,新品很好喝，出杯也快。,2026-04-16
R0166,U0065,O01746,2,negative,门店排队太久，服务一般。,2026-06-02
R0167,U0331,O05933,4,positive,服务态度好，优惠券也能正常使用。,2026-04-05
R0168,U0063,O01679,3,negative,口味偏苦，不太适合我。,2026-04-08
R0169,U0093,O02514,3,neutral,等餐时间稍长，整体能接受。,2026-06-23
R0170,U0093,O02503,4,positive,咖啡豆很香，门店环境不错。,2026-06-24
R0171,U0042,O01063,3,neutral,等餐时间稍长，整体能接受。,2025-09-30
R0172,U0034,O00856,5,positive,配送很快，包装完整，会回购。,2026-03-08
R0173,U0015,O00356,1,negative,口味偏苦，不太适合我。,2026-01-29
R0174,U0125,O03370,5,positive,服务态度好，优惠券也能正常使用。,2026-04-10
R0175,U0109,O02960,4,neutral,味道还可以，但没有特别惊艳。,2026-06-13
R0176,U0022,O00544,4,positive,咖啡豆很香，门店环境不错。,2026-06-17
R0177,U0763,O07134,5,positive,服务态度好，优惠券也能正常使用。,2025-11-18
R0178,U0016,O00369,4,positive,咖啡豆很香，门店环境不错。,2025-08-03
R0179,U0490,O06593,3,negative,口味偏苦，不太适合我。,2026-06-06
R0180,U0007,O00171,4,positive,配送很快，包装完整，会回购。,2026-05-06
R0181,U0090,O02411,5,positive,新品很好喝，出杯也快。,2026-01-19
R0182,U0619,O06910,1,negative,杯子漏了，体验很差。,2026-06-08
R0183,U0120,O03237,4,positive,配送很快，包装完整，会回购。,2026-06-05
R0184,U0001,O00016,4,neutral,包装一般，咖啡没洒。,2026-06-29
R0185,U0022,O00538,4,neutral,包装一般，咖啡没洒。,2026-02-02
R0186,U0005,O00099,2,negative,配送太慢了，咖啡都凉了。,2026-05-17
R0187,U0251,O05153,3,neutral,包装一般，咖啡没洒。,2025-08-16
R0188,U0089,O02395,5,positive,咖啡豆很香，门店环境不错。,2026-05-02
R0189,U0036,O00906,1,negative,门店排队太久，服务一般。,2026-03-09
R0190,U0061,O01633,3,neutral,包装一般，咖啡没洒。,2026-04-10
R0191,U0040,O01000,4,positive,咖啡豆很香，门店环境不错。,2025-11-11
R0192,U0072,O01921,3,neutral,包装一般，咖啡没洒。,2026-04-11
R0193,U0102,O02755,2,negative,口味偏苦，不太适合我。,2026-06-23
R0194,U0111,O03002,5,positive,新品很好喝，出杯也快。,2026-06-26
R0195,U0101,O02736,4,neutral,等餐时间稍长，整体能接受。,2026-06-17
R0196,U0350,O06105,5,positive,服务态度好，优惠券也能正常使用。,2026-05-22
R0197,U0136,O03730,4,positive,咖啡豆很香，门店环境不错。,2026-04-29
R0198,U0204,O04680,3,negative,杯子漏了，体验很差。,2026-06-23
R0199,U0093,O02486,3,neutral,价格小贵，偶尔喝一次。,2026-06-26
R0200,U0043,O01091,5,positive,早餐搭配咖啡很划算。,2026-06-13
R0201,U0017,O00388,4,positive,早餐搭配咖啡很划算。,2026-02-24
R0202,U0328,O05905,5,positive,咖啡豆很香，门店环境不错。,2026-05-10
R0203,U0141,O03870,4,positive,服务态度好，优惠券也能正常使用。,2026-05-22
R0204,U0383,O06225,4,positive,新品很好喝，出杯也快。,2026-03-26
R0205,U0046,O01203,5,positive,配送很快，包装完整，会回购。,2026-06-28
R0206,U0298,O05609,5,positive,早餐搭配咖啡很划算。,2026-06-22
R0207,U0295,O05579,4,positive,配送很快，包装完整，会回购。,2026-06-28
R0208,U0041,O01048,4,positive,早餐搭配咖啡很划算。,2025-12-22
R0209,U0294,O05563,3,negative,口味偏苦，不太适合我。,2026-05-22
R0210,U0072,O01901,4,positive,新品很好喝，出杯也快。,2026-01-01
R0211,U0225,O04889,4,positive,配送很快，包装完整，会回购。,2025-11-18
R0212,U0108,O02928,1,negative,配送太慢了，咖啡都凉了。,2026-02-14
R0213,U0128,O03468,5,positive,早餐搭配咖啡很划算。,2026-01-23
R0214,U0371,O06186,5,positive,服务态度好，优惠券也能正常使用。,2026-05-11
R0215,U0710,O07051,5,positive,新品很好喝，出杯也快。,2026-06-21
R0216,U0305,O05673,5,positive,新品很好喝，出杯也快。,2026-06-29
R0217,U0139,O03804,4,neutral,包装一般，咖啡没洒。,2026-06-05
R0218,U0042,O01069,5,positive,咖啡豆很香，门店环境不错。,2025-09-28
R0219,U0275,O05382,4,positive,早餐搭配咖啡很划算。,2026-06-29
R0220,U0028,O00698,4,positive,服务态度好，优惠券也能正常使用。,2026-06-13
R0221,U0146,O04007,4,neutral,价格小贵，偶尔喝一次。,2026-01-15
R0222,U0115,O03095,5,positive,服务态度好，优惠券也能正常使用。,2026-05-19
R0223,U0467,O06512,3,negative,杯子漏了，体验很差。,2026-04-26
R0224,U0433,O06399,4,neutral,价格小贵，偶尔喝一次。,2026-06-13
R0225,U0025,O00629,3,negative,杯子漏了，体验很差。,2026-01-30
R0226,U0320,O05823,5,positive,服务态度好，优惠券也能正常使用。,2026-05-04
R0227,U0164,O04283,1,negative,优惠券规则复杂，客服解释不清。,2026-05-12
R0228,U0480,O06560,4,positive,早餐搭配咖啡很划算。,2026-06-06
R0229,U0393,O06261,4,neutral,等餐时间稍长，整体能接受。,2026-06-12
R0230,U0227,O04915,4,neutral,价格小贵，偶尔喝一次。,2026-06-12
R0231,U0379,O06214,1,negative,配送太慢了，咖啡都凉了。,2025-12-20
R0232,U0195,O04582,4,positive,咖啡豆很香，门店环境不错。,2026-04-07
R0233,U0213,O04769,4,neutral,等餐时间稍长，整体能接受。,2026-05-25
R0234,U0190,O04541,4,neutral,等餐时间稍长，整体能接受。,2026-06-09
R0235,U0148,O04070,5,positive,咖啡豆很香，门店环境不错。,2026-05-07
R0236,U0189,O04537,4,positive,服务态度好，优惠券也能正常使用。,2026-05-17
R0237,U0648,O06955,5,positive,新品很好喝，出杯也快。,2026-03-04
R0238,U0535,O06744,4,positive,早餐搭配咖啡很划算。,2026-05-23
R0239,U0136,O03719,2,negative,口味偏苦，不太适合我。,2026-03-15
R0240,U0147,O04024,4,neutral,价格小贵，偶尔喝一次。,2025-12-17
R0241,U0128,O03470,5,positive,服务态度好，优惠券也能正常使用。,2026-04-25
R0242,U0142,O03901,5,positive,服务态度好，优惠券也能正常使用。,2026-02-08
R0243,U0341,O06026,4,positive,配送很快，包装完整，会回购。,2026-06-30
R0244,U0131,O03588,4,positive,咖啡豆很香，门店环境不错。,2026-01-25
R0245,U0113,O03040,4,positive,新品很好喝，出杯也快。,2025-11-24
R0246,U0733,O07085,4,positive,早餐搭配咖啡很划算。,2025-12-29
R0247,U0021,O00521,1,negative,口味偏苦，不太适合我。,2026-06-04
R0248,U0067,O01784,1,negative,配送太慢了，咖啡都凉了。,2025-12-28
R0249,U0149,O04097,3,negative,门店排队太久，服务一般。,2026-01-26
R0250,U0143,O03936,4,neutral,价格小贵，偶尔喝一次。,2025-10-08
R0251,U0139,O03807,5,positive,咖啡豆很香，门店环境不错。,2026-06-07
R0252,U0274,O05377,5,positive,咖啡豆很香，门店环境不错。,2026-01-18
R0253,U0025,O00627,5,positive,咖啡豆很香，门店环境不错。,2026-01-09
R0254,U0041,O01056,5,positive,新品很好喝，出杯也快。,2026-04-08
R0255,U0453,O06471,5,positive,配送很快，包装完整，会回购。,2026-05-03
R0256,U0233,O04969,5,positive,咖啡豆很香，门店环境不错。,2026-06-27
R0257,U0175,O04400,4,positive,咖啡豆很香，门店环境不错。,2026-04-18
R0258,U0027,O00689,5,positive,早餐搭配咖啡很划算。,2026-06-25
R0259,U0172,O04367,1,negative,优惠券规则复杂，客服解释不清。,2026-06-01
R0260,U0206,O04701,4,positive,配送很快，包装完整，会回购。,2026-02-04
R0261,U0069,O01829,5,positive,服务态度好，优惠券也能正常使用。,2026-05-25
R0262,U0239,O05036,2,negative,口味偏苦，不太适合我。,2026-06-14
R0263,U0136,O03740,3,neutral,价格小贵，偶尔喝一次。,2026-04-30
R0264,U0263,O05270,4,neutral,价格小贵，偶尔喝一次。,2026-05-21
R0265,U0256,O05209,4,positive,咖啡豆很香，门店环境不错。,2026-01-11
R0266,U0478,O06553,2,negative,配送太慢了，咖啡都凉了。,2026-04-13
R0267,U0050,O01317,3,neutral,包装一般，咖啡没洒。,2026-05-25
R0268,U0015,O00342,5,positive,早餐搭配咖啡很划算。,2026-06-09
R0269,U0085,O02276,5,positive,服务态度好，优惠券也能正常使用。,2025-12-11
R0270,U0151,O04151,3,neutral,等餐时间稍长，整体能接受。,2025-10-29
R0271,U0142,O03904,5,positive,配送很快，包装完整，会回购。,2026-06-13
R0272,U0069,O01842,5,positive,新品很好喝，出杯也快。,2026-06-22
R0273,U0014,O00319,5,positive,配送很快，包装完整，会回购。,2026-03-20
R0274,U0084,O02253,4,positive,新品很好喝，出杯也快。,2026-03-15
R0275,U0038,O00958,1,negative,口味偏苦，不太适合我。,2026-05-31
R0276,U0217,O04809,4,neutral,味道还可以，但没有特别惊艳。,2026-01-02
R0277,U0097,O02614,3,neutral,价格小贵，偶尔喝一次。,2025-09-30
R0278,U0103,O02799,3,negative,口味偏苦，不太适合我。,2026-01-21
R0279,U0345,O06057,1,negative,优惠券规则复杂，客服解释不清。,2025-10-05
R0280,U0149,O04107,2,negative,口味偏苦，不太适合我。,2026-02-17
R0281,U0124,O03358,4,positive,新品很好喝，出杯也快。,2025-12-28
R0282,U0153,O04177,4,neutral,味道还可以，但没有特别惊艳。,2025-10-01
R0283,U0499,O06624,4,neutral,价格小贵，偶尔喝一次。,2026-04-28
R0284,U0549,O06792,4,neutral,等餐时间稍长，整体能接受。,2026-05-26
R0285,U0028,O00693,3,negative,门店排队太久，服务一般。,2025-12-21
R0286,U0264,O05286,4,positive,配送很快，包装完整，会回购。,2026-06-07
R0287,U0342,O06034,5,positive,咖啡豆很香，门店环境不错。,2025-12-01
R0288,U0455,O06475,4,positive,配送很快，包装完整，会回购。,2026-06-29
R0289,U0136,O03738,4,neutral,味道还可以，但没有特别惊艳。,2026-05-07
R0290,U0548,O06786,5,positive,配送很快，包装完整，会回购。,2026-01-03
R0291,U0069,O01830,4,neutral,等餐时间稍长，整体能接受。,2026-06-20
R0292,U0086,O02299,4,positive,咖啡豆很香，门店环境不错。,2025-11-14
R0293,U0037,O00930,4,positive,服务态度好，优惠券也能正常使用。,2026-04-28
R0294,U0176,O04412,5,positive,新品很好喝，出杯也快。,2026-02-24
R0295,U0190,O04551,3,neutral,味道还可以，但没有特别惊艳。,2026-06-01
R0296,U0299,O05617,5,positive,早餐搭配咖啡很划算。,2026-04-08
R0297,U0011,O00251,5,positive,新品很好喝，出杯也快。,2026-06-23
R0298,U0148,O04085,5,positive,新品很好喝，出杯也快。,2025-12-25
R0299,U0210,O04742,3,neutral,等餐时间稍长，整体能接受。,2026-03-29
R0300,U0275,O05385,3,negative,配送太慢了，咖啡都凉了。,2026-06-30
R0301,U0428,O06381,3,negative,优惠券规则复杂，客服解释不清。,2026-04-05
R0302,U0095,O02554,4,neutral,味道还可以，但没有特别惊艳。,2025-11-25
R0303,U0335,O05964,5,positive,新品很好喝，出杯也快。,2026-06-29
R0304,U0292,O05549,4,positive,新品很好喝，出杯也快。,2026-05-14
R0305,U0014,O00329,4,positive,服务态度好，优惠券也能正常使用。,2026-02-03
R0306,U0077,O02032,4,positive,配送很快，包装完整，会回购。,2026-01-15
R0307,U0249,O05132,3,neutral,等餐时间稍长，整体能接受。,2025-11-24
R0308,U0254,O05192,4,neutral,包装一般，咖啡没洒。,2026-04-17
R0309,U0468,O06516,3,neutral,包装一般，咖啡没洒。,2026-01-29
R0310,U0035,O00877,5,positive,咖啡豆很香，门店环境不错。,2026-06-03
R0311,U0105,O02850,4,positive,服务态度好，优惠券也能正常使用。,2026-02-17
R0312,U0795,O07180,5,positive,服务态度好，优惠券也能正常使用。,2026-06-21
R0313,U0144,O03969,2,negative,门店排队太久，服务一般。,2026-04-21
R0314,U0490,O06594,4,positive,咖啡豆很香，门店环境不错。,2026-06-19
R0315,U0153,O04178,4,positive,配送很快，包装完整，会回购。,2026-05-16
R0316,U0100,O02716,2,negative,杯子漏了，体验很差。,2025-12-28
R0317,U0243,O05078,4,positive,早餐搭配咖啡很划算。,2026-06-28
R0318,U0059,O01579,4,positive,早餐搭配咖啡很划算。,2026-05-26
R0319,U0201,O04660,5,positive,新品很好喝，出杯也快。,2026-06-19
R0320,U0035,O00869,1,negative,门店排队太久，服务一般。,2026-06-16
R0321,U0401,O06286,4,positive,配送很快，包装完整，会回购。,2026-02-04
R0322,U0177,O04419,1,negative,口味偏苦，不太适合我。,2026-03-22
R0323,U0257,O05223,4,neutral,等餐时间稍长，整体能接受。,2026-06-18
R0324,U0099,O02665,5,positive,早餐搭配咖啡很划算。,2026-04-23
R0325,U0073,O01954,5,positive,服务态度好，优惠券也能正常使用。,2025-11-28
R0326,U0279,O05421,4,positive,早餐搭配咖啡很划算。,2025-07-11
R0327,U0119,O03206,4,positive,早餐搭配咖啡很划算。,2026-06-09
R0328,U0328,O05901,1,negative,口味偏苦，不太适合我。,2025-09-15
R0329,U0045,O01149,4,positive,早餐搭配咖啡很划算。,2026-04-30
R0330,U0012,O00271,5,positive,咖啡豆很香，门店环境不错。,2026-05-26
R0331,U0110,O02964,4,neutral,价格小贵，偶尔喝一次。,2026-06-28
R0332,U0085,O02285,4,positive,咖啡豆很香，门店环境不错。,2026-03-07
R0333,U0545,O06777,1,negative,配送太慢了，咖啡都凉了。,2025-09-25
R0334,U0093,O02505,4,positive,配送很快，包装完整，会回购。,2026-06-27
R0335,U0228,O04923,5,positive,咖啡豆很香，门店环境不错。,2026-01-15
R0336,U0059,O01567,3,neutral,味道还可以，但没有特别惊艳。,2026-04-01
R0337,U0401,O06285,4,neutral,等餐时间稍长，整体能接受。,2026-03-26
R0338,U0073,O01930,4,positive,服务态度好，优惠券也能正常使用。,2026-02-22
R0339,U0214,O04781,5,positive,配送很快，包装完整，会回购。,2026-06-18
R0340,U0056,O01497,3,negative,优惠券规则复杂，客服解释不清。,2026-01-06
R0341,U0134,O03671,2,negative,优惠券规则复杂，客服解释不清。,2026-06-02
R0342,U0027,O00665,4,positive,配送很快，包装完整，会回购。,2026-06-19
R0343,U0290,O05524,3,neutral,味道还可以，但没有特别惊艳。,2026-04-26
R0344,U0197,O04617,4,positive,配送很快，包装完整，会回购。,2026-01-13
R0345,U0096,O02591,2,negative,杯子漏了，体验很差。,2026-05-30
R0346,U0078,O02062,3,neutral,价格小贵，偶尔喝一次。,2026-05-15
R0347,U0011,O00255,4,positive,早餐搭配咖啡很划算。,2026-06-26
R0348,U0124,O03364,2,negative,优惠券规则复杂，客服解释不清。,2026-06-28
R0349,U0070,O01867,5,positive,新品很好喝，出杯也快。,2025-12-11
